2026/04/25 16:06:06.780, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.64 W
2026/04/25 16:29:11.452, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.44 W
2026/04/25 16:29:16.462, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.39 W
2026/04/25 16:29:21.472, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.44 W
2026/04/25 16:29:26.482, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.47 W
2026/04/25 16:29:31.499, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.34 W
2026/04/25 16:29:36.510, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.33 W
2026/04/25 16:29:41.517, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.25 W
2026/04/25 16:29:46.529, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.36 W
2026/04/25 16:29:51.540, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.41 W
2026/04/25 16:29:56.550, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.37 W
2026/04/25 16:30:01.558, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.60 W
2026/04/25 16:30:06.569, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 26.86 W
2026/04/25 16:30:11.576, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.64 W
2026/04/25 16:30:16.589, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.40 W
2026/04/25 16:30:21.607, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.64 W
2026/04/25 16:30:26.620, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.64 W
2026/04/25 16:30:31.633, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.59 W
2026/04/25 16:30:36.641, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.73 W
2026/04/25 16:30:41.649, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.80 W
2026/04/25 16:30:46.660, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.67 W
2026/04/25 16:30:51.669, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.65 W
2026/04/25 16:30:56.675, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.65 W
2026/04/25 16:31:01.685, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.68 W
2026/04/25 16:31:06.703, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.80 W
2026/04/25 16:31:11.712, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.47 W
2026/04/25 16:31:16.723, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.39 W
2026/04/25 16:31:21.731, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.42 W
2026/04/25 16:31:26.740, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.56 W
2026/04/25 16:31:31.750, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.61 W
2026/04/25 16:31:36.757, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.46 W
2026/04/25 16:31:41.766, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.42 W
2026/04/25 16:31:46.774, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.44 W
2026/04/25 16:31:51.782, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.49 W
2026/04/25 16:31:56.801, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.70 W
2026/04/25 16:32:01.811, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.60 W
2026/04/25 16:32:06.821, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.65 W
2026/04/25 16:32:11.838, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.58 W
2026/04/25 16:32:16.847, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.69 W
2026/04/25 16:32:21.856, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.58 W
2026/04/25 16:32:26.865, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.82 W
2026/04/25 16:32:31.878, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.58 W
2026/04/25 16:32:36.886, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.55 W
2026/04/25 16:32:41.902, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.51 W
2026/04/25 16:32:46.911, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.74 W
2026/04/25 16:32:51.920, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.73 W
2026/04/25 16:32:56.928, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.63 W
2026/04/25 16:33:01.936, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.74 W
2026/04/25 16:33:06.945, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.82 W
2026/04/25 16:33:11.953, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.59 W
2026/04/25 16:33:16.962, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.66 W
2026/04/25 16:33:21.971, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.71 W
2026/04/25 16:33:26.979, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.66 W
2026/04/25 16:33:31.986, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.71 W
2026/04/25 16:33:37.006, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.86 W
2026/04/25 16:33:42.018, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.79 W
2026/04/25 16:33:47.032, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 12.02 W
2026/04/25 16:33:52.042, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.81 W
2026/04/25 16:33:57.051, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.76 W
2026/04/25 16:34:02.061, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.64 W
2026/04/25 16:34:07.074, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.57 W
2026/04/25 16:34:12.083, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.75 W
2026/04/25 16:34:17.107, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.88 W
2026/04/25 16:34:22.120, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.76 W
2026/04/25 16:34:27.136, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.76 W
2026/04/25 16:34:32.143, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.60 W
2026/04/25 16:34:37.152, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.71 W
2026/04/25 16:34:42.160, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.48 W
2026/04/25 16:34:47.171, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.54 W
2026/04/25 16:34:52.180, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.41 W
2026/04/25 16:34:57.187, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.63 W
2026/04/25 16:35:02.205, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.55 W
2026/04/25 16:35:07.212, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.66 W
2026/04/25 16:35:12.221, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.61 W
2026/04/25 16:35:17.230, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.58 W
2026/04/25 16:35:22.237, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.53 W
2026/04/25 16:35:27.246, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.56 W
2026/04/25 16:35:32.255, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.62 W
2026/04/25 16:35:37.263, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.63 W
2026/04/25 16:35:42.270, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.52 W
2026/04/25 16:35:47.279, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.53 W
2026/04/25 16:35:52.288, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.41 W
2026/04/25 16:35:57.304, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.49 W
2026/04/25 16:36:02.313, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.46 W
2026/04/25 16:36:07.319, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.49 W
2026/04/25 16:36:12.328, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.40 W
2026/04/25 16:36:17.336, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.41 W
2026/04/25 16:36:22.344, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.43 W
2026/04/25 16:36:27.352, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.44 W
2026/04/25 16:36:32.358, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.42 W
2026/04/25 16:36:37.366, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.55 W
2026/04/25 16:36:42.375, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.51 W
2026/04/25 16:36:47.384, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.64 W
2026/04/25 16:36:52.402, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.63 W
2026/04/25 16:36:57.410, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.48 W
2026/04/25 16:37:02.419, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.49 W
2026/04/25 16:37:07.427, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.57 W
2026/04/25 16:37:12.440, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.49 W
2026/04/25 16:37:17.451, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.57 W
2026/04/25 16:37:22.458, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.60 W
2026/04/25 16:37:27.466, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.74 W
2026/04/25 16:37:32.474, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.69 W
2026/04/25 16:37:37.483, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.55 W
2026/04/25 16:37:42.502, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.47 W
2026/04/25 16:37:47.511, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.48 W
2026/04/25 16:37:52.520, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.60 W
2026/04/25 16:37:57.528, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.60 W
2026/04/25 16:38:02.537, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.45 W
2026/04/25 16:38:07.547, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.58 W
2026/04/25 16:38:12.558, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.52 W
2026/04/25 16:38:17.568, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.55 W
2026/04/25 16:38:22.576, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.44 W
2026/04/25 16:38:27.586, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.47 W
2026/04/25 16:38:32.614, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.52 W
2026/04/25 16:38:37.623, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.73 W
2026/04/25 16:38:42.632, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.65 W
2026/04/25 16:38:47.642, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.60 W
2026/04/25 16:38:52.652, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.64 W
2026/04/25 16:38:57.727, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.61 W
2026/04/25 16:39:02.737, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.63 W
2026/04/25 16:39:07.747, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.50 W
2026/04/25 16:39:12.757, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.59 W
2026/04/25 16:39:17.767, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.56 W
2026/04/25 16:39:22.775, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.52 W
2026/04/25 16:39:27.783, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.59 W
2026/04/25 16:39:32.802, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.59 W
2026/04/25 16:39:37.812, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.63 W
2026/04/25 16:39:42.821, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.71 W
2026/04/25 16:39:47.833, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.62 W
2026/04/25 16:39:52.843, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.67 W
2026/04/25 16:39:57.850, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.61 W
2026/04/25 16:40:02.858, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.76 W
2026/04/25 16:40:07.866, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 12.77 W
2026/04/25 16:40:12.877, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.57 W
2026/04/25 16:40:17.887, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.66 W
2026/04/25 16:40:22.906, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.70 W
2026/04/25 16:40:27.917, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.58 W
2026/04/25 16:40:32.925, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.61 W
2026/04/25 16:40:37.933, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.72 W
2026/04/25 16:40:42.943, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.60 W
2026/04/25 16:40:47.953, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.64 W
2026/04/25 16:40:52.961, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.71 W
2026/04/25 16:40:57.970, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.72 W
2026/04/25 16:41:02.977, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.80 W
2026/04/25 16:41:07.987, 0 %, 0 %, 5 MiB, 20143 MiB, 28, 11.67 W
2026/04/25 16:41:13.006, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.54 W
2026/04/25 16:41:18.016, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.63 W
2026/04/25 16:41:23.027, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.65 W
2026/04/25 16:41:28.036, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.53 W
2026/04/25 16:41:33.044, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.53 W
2026/04/25 16:41:38.053, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.55 W
2026/04/25 16:41:43.063, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.50 W
2026/04/25 16:41:48.071, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.55 W
2026/04/25 16:41:53.077, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.39 W
2026/04/25 16:41:58.085, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.50 W
2026/04/25 16:42:03.107, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.45 W
2026/04/25 16:42:08.115, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.51 W
2026/04/25 16:42:13.124, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.55 W
2026/04/25 16:42:18.132, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.56 W
2026/04/25 16:42:23.140, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.60 W
2026/04/25 16:42:28.150, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.54 W
2026/04/25 16:42:33.159, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.68 W
2026/04/25 16:42:38.180, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.59 W
2026/04/25 16:42:43.188, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.63 W
2026/04/25 16:42:48.204, 0 %, 0 %, 5 MiB, 20143 MiB, 27, 11.46 W
2026/04/25 16:42:53.212, 0 %, 0 %, 199 MiB, 19949 MiB, 30, 31.33 W
2026/04/25 16:42:58.221, 0 %, 0 %, 199 MiB, 19949 MiB, 31, 31.37 W
2026/04/25 16:43:03.229, 0 %, 0 %, 199 MiB, 19949 MiB, 31, 31.46 W
2026/04/25 16:43:08.238, 0 %, 0 %, 199 MiB, 19949 MiB, 30, 12.39 W
2026/04/25 16:43:13.247, 0 %, 0 %, 199 MiB, 19949 MiB, 29, 11.68 W
2026/04/25 16:43:18.267, 0 %, 0 %, 199 MiB, 19949 MiB, 29, 11.79 W
2026/04/25 16:43:23.274, 0 %, 0 %, 199 MiB, 19949 MiB, 29, 11.71 W
2026/04/25 16:43:28.283, 0 %, 0 %, 199 MiB, 19949 MiB, 29, 11.67 W
2026/04/25 16:43:33.301, 0 %, 0 %, 199 MiB, 19949 MiB, 29, 11.54 W
2026/04/25 16:43:38.312, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.81 W
2026/04/25 16:43:43.324, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.76 W
2026/04/25 16:43:48.332, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.70 W
2026/04/25 16:43:53.342, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.49 W
2026/04/25 16:43:58.352, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.56 W
2026/04/25 16:44:03.367, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.50 W
2026/04/25 16:44:08.376, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.67 W
2026/04/25 16:44:13.385, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.53 W
2026/04/25 16:44:18.408, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.68 W
2026/04/25 16:44:23.416, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.59 W
2026/04/25 16:44:28.429, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.46 W
2026/04/25 16:44:33.444, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.58 W
2026/04/25 16:44:38.457, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.58 W
2026/04/25 16:44:43.468, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.56 W
2026/04/25 16:44:48.480, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.52 W
2026/04/25 16:44:53.499, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.58 W
2026/04/25 16:44:58.515, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.49 W
2026/04/25 16:45:03.527, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.45 W
2026/04/25 16:45:08.538, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.52 W
2026/04/25 16:45:13.547, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.51 W
2026/04/25 16:45:18.555, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.37 W
2026/04/25 16:45:23.563, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.44 W
2026/04/25 16:45:28.570, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.54 W
2026/04/25 16:45:33.577, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.52 W
2026/04/25 16:45:38.585, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.37 W
2026/04/25 16:45:43.628, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.52 W
2026/04/25 16:45:48.637, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.51 W
2026/04/25 16:45:53.648, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.43 W
2026/04/25 16:45:58.655, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.58 W
2026/04/25 16:46:03.663, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.62 W
2026/04/25 16:46:08.671, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.53 W
2026/04/25 16:46:13.680, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.54 W
2026/04/25 16:46:18.688, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.54 W
2026/04/25 16:46:23.705, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.47 W
2026/04/25 16:46:28.712, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.30 W
2026/04/25 16:46:33.720, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.53 W
2026/04/25 16:46:38.728, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.63 W
2026/04/25 16:46:43.735, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.62 W
2026/04/25 16:46:48.744, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.56 W
2026/04/25 16:46:53.753, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.50 W
2026/04/25 16:46:58.763, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.49 W
2026/04/25 16:47:03.771, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.41 W
2026/04/25 16:47:08.781, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.37 W
2026/04/25 16:47:13.787, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.40 W
2026/04/25 16:47:18.807, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.49 W
2026/04/25 16:47:23.815, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.39 W
2026/04/25 16:47:28.825, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.41 W
2026/04/25 16:47:33.832, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.37 W
2026/04/25 16:47:38.841, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.53 W
2026/04/25 16:47:43.849, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.47 W
2026/04/25 16:47:48.857, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.47 W
2026/04/25 16:47:53.864, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.44 W
2026/04/25 16:47:58.870, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.46 W
2026/04/25 16:48:03.878, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.50 W
2026/04/25 16:48:08.885, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.36 W
2026/04/25 16:48:13.902, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.48 W
2026/04/25 16:48:18.910, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.66 W
2026/04/25 16:48:23.918, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.62 W
2026/04/25 16:48:28.927, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.51 W
2026/04/25 16:48:33.935, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.51 W
2026/04/25 16:48:38.942, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.62 W
2026/04/25 16:48:43.951, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.47 W
2026/04/25 16:48:48.959, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.37 W
2026/04/25 16:48:53.967, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.53 W
2026/04/25 16:48:58.975, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.56 W
2026/04/25 16:49:03.982, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.49 W
2026/04/25 16:49:08.998, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.43 W
2026/04/25 16:49:14.007, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.44 W
2026/04/25 16:49:19.015, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.39 W
2026/04/25 16:49:24.022, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.41 W
2026/04/25 16:49:29.030, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.47 W
2026/04/25 16:49:34.038, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.35 W
2026/04/25 16:49:39.044, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.31 W
2026/04/25 16:49:44.052, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.45 W
2026/04/25 16:49:49.060, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.40 W
2026/04/25 16:49:54.066, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.50 W
2026/04/25 16:49:59.075, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.47 W
2026/04/25 16:50:04.083, 0 %, 0 %, 199 MiB, 19949 MiB, 29, 19.76 W
2026/04/25 16:50:09.101, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.51 W
2026/04/25 16:50:14.109, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.65 W
2026/04/25 16:50:19.117, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.40 W
2026/04/25 16:50:24.124, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.40 W
2026/04/25 16:50:29.132, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.47 W
2026/04/25 16:50:34.139, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.44 W
2026/04/25 16:50:39.147, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.40 W
2026/04/25 16:50:44.160, 0 %, 0 %, 199 MiB, 19949 MiB, 28, 11.48 W
2026/04/25 16:50:49.167, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.42 W
2026/04/25 16:50:54.202, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.47 W
2026/04/25 16:50:59.210, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.38 W
2026/04/25 16:51:04.217, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.44 W
2026/04/25 16:51:09.225, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.51 W
2026/04/25 16:51:14.233, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.40 W
2026/04/25 16:51:19.241, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.47 W
2026/04/25 16:51:24.248, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.42 W
2026/04/25 16:51:29.257, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.81 W
2026/04/25 16:51:34.264, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.84 W
2026/04/25 16:51:39.271, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.87 W
2026/04/25 16:51:44.279, 0 %, 0 %, 199 MiB, 19949 MiB, 27, 11.86 W
2026/04/25 16:51:49.288, 2 %, 2 %, 2491 MiB, 17657 MiB, 30, 33.15 W
2026/04/25 16:51:54.306, 43 %, 32 %, 10245 MiB, 9903 MiB, 37, 64.36 W
2026/04/25 16:51:59.315, 0 %, 0 %, 10265 MiB, 9883 MiB, 32, 33.20 W
2026/04/25 16:52:04.389, 0 %, 0 %, 289 MiB, 19859 MiB, 33, 32.65 W
2026/04/25 16:52:09.404, 0 %, 0 %, 289 MiB, 19859 MiB, 33, 32.11 W
2026/04/25 16:52:14.411, 0 %, 0 %, 289 MiB, 19859 MiB, 34, 32.41 W
2026/04/25 16:52:19.421, 0 %, 0 %, 289 MiB, 19859 MiB, 32, 17.00 W
